Article ID,Article Date,NYT section,Paragraph,Title,Fiction,Cyborg (positive),Decisions (positive),Education (positive),Entertain (positive),Healthcare (positive),Singularity (positive),Transportation (positive),Work (positive),Controling AI (negative),Cyborg (negative),Ethics (negative),Military (negative),Progress (negative),Singularity (negative),Work (negative),AI Mood,AI Relevance,Other (negative),Other (positive)
4fd155958eb7c8105d639695,1986-07-16 00:00:00 UTC,Front Page; U.S.,"WOODS HOLE, Mass., July 15                     An undersea robot entered the sunken luxury liner Titanic today through a skylight, worked its way down the grand stairway and descended four levels for the first view of the great wreck's deep interior. The self-propelled vehicle loaded with television and still cameras is called Jason Jr., and this trip, financed by the Navy, is officially a test of its abilities. The robot is scheduled for eight more dives on this mission, one each day, weather permitting, and will explore as much of the ship's interior as it can. The Alvin is carried on the fantail of the research ship Atlantis II, which launches the craft over her stern. The Alvin, which has three small viewing ports, carries the video robot in a basket on its bow.",UNDERSEA ROBOT GETS A LOOK INSIDE STILL-LUXURIOUS TITANIC,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.111111111111111,3.4444444444444446,        ,"exploration  robots go where humans can't, AI advances science      "
4fd155978eb7c8105d639802,,Business,The fact that more new computer science graduates are taking jobs in such developing and challenging areas as artificial intelligence and robotics could tend to make the computer science job market even tighter.,Careers; Computer Science in Transition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,4.333333333333333,  , promising careers in AI 
4fd1559c8eb7c8105d639bc6,1986-07-09 00:00:00 UTC,U.S.,"The robot, named Jason Jr., will carry a television camera with a 170-degree field of view that will enable the Alvin's three occupants to examine any chamber the robot penetrates, Dr. Ballard said. The pictures will also be recorded on videotape. The Alvin has three small viewing ports, one for each occupant.",SCIENTISTS READY TO RETURN TO TITANIC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,4.666666666666667,  ,  
4fd155f98eb7c8105d639daa,,Front Page; U.S.,"WASHINGTON, Feb. 2—                     Budget cuts mandated by Congress and the determination of President Reagan to protect his space defense program threaten to seriously disrupt other military research projects, ranging from underground nuclear weapons testing to artificial intelligence, Pentagon officials say. That program studies artificial intelligence and high-speed data processing, in hopes of developing fully automated weapons such as computer-driven tanks and robot co-pilots. Making Computerized Maps",PENTAGON SEES RESEARCH PERIL IN BUDGET CUTS,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3.666666666666667,4.333333333333333,     ,"     developing fully automated weapons such as computer-driven tanks and robot co-pilots, making computerized maps"
4fd156548eb7c8105d63aa5b,1986-03-04 00:00:00 UTC,Business,"Other interpretation programs might identify trends that show when a manufacturing process is drifting away from specifications (perhaps because a drill, say, is wearing out) or making decisions (such as where to direct a robot painter's arm). The need to make systems easy to understand and reliable has slowed the application of technology advances in the vision field, which is one of the booming areas of research in artificial intelligence.",SIMULATING VISION IN 4 STEPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.666666666666667,4.166666666666667,     , science and technology development support AI    
4fd156558eb7c8105d63ab15,1986-01-26 00:00:00 UTC,Education; U.S.,"On the mission's third day, the $5 million spacecraft known as Spartan Halley is to be launched. After being deployed with the shuttle's robot arm, it is to make observations of Halley's comet as it approaches the sun in the comet's most active period.",CLOUDY FORECAST DELAYS TEACHER'S SPACE FLIGHT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.3333333333333335,3.3333333333333335,  ,  
4fd156a18eb7c8105d63aed2,1986-08-10 00:00:00 UTC,U.S.,"The robot must be keyed to a single individual's voice. With a command from the proper voice, the arm uses a rubber point to work the switchboard. It takes about four times as long as a human to punch out a phone number on the touch pad, according to its builders, but it does not make mistakes. And, according to Dr. Foulds, it could be the tool that a handicapped person needs to get a job.","TO ASSIST HANDICAPPED, A ROBOT THAT CAN HEAR",0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4.333333333333333,5.0,  ,  could be the tool that a handicapped person needs to get a job
4fd156a58eb7c8105d63b117,,Business,"PHILADELPHIA, Aug. 13—                     The International Business Machines Corporation today announced a three-year multimillion-dollar project in artificial intelligence with Carnegie-Mellon University, as part of what the company called ''a major new I.B.M. initiative'' in advanced software. ''There is something of an awakening under way at I.B.M.,'' said Raj Reddy, head of Carnegie-Mellon's robotics institute and a leading authority in artificial intelligence. ''Four or five years ago, when you mentioned artificial intelligence, I.B.M. shrugged its shoulders.'' Under the agreement announced today, I.B.M. will provide Carnegie-Mellon with about $5.5 million in computer equipment and will negotiate contracts for individual studies in artificial intelligence. The equipment is primarily the PC/RT, an engineeering and scientific computer introduced earlier this year.",I.B.M. ENLISTS CARNEGIE-MELLON'S AID ON SOFTWARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,4.666666666666667,        ,  corporate investment in AI      business interest and investment in AI
4fd156a88eb7c8105d63b38e,,Arts,"So far, at least, the search for artificial intelligence in metering has been at the expense of human control. But you can bet your back light that this will soon change.",UNDERSTANDING THE EXPOSURE METER'S MEASURE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.0,4.333333333333333,  ,AI enhances devices  
4fd156bb8eb7c8105d63b4cd,,Technology; Science; Health,"When such raw power reaches the desktop, the impact on offices and factories will be significant. The 386 has the power, lacking until now, to facilitate advances in artificial intelligence, expert systems, robotics, speech recognition and other long-awaited promises of personal computing.   Two-Bit Explanation",NEW CHIP: VAST POWER ON HORIZON,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3333333333333335,4.0,  ,Work at factories.  
4fd1586b8eb7c8105d63c7eb,1986-08-09 00:00:00 UTC,Business,"Battered by cutbacks in spending for automation at the General Motors Corporation, the GMFanuc Robotics Corporation, the nation's leading robot supplier, announced a restructuring plan today that included laying off nearly 30 percent of its employees.","ROBOTICS MAKER PLANS RESTRUCTURING, LAYOFFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,  ,  
4fd1586e8eb7c8105d63c978,,Science; Technology; Business,"Polaroid, the world leader in instant photography technology, has stabilized its work force at 12,000, down 8,000 from 1978. Business is stagnating at Symbolics, a pioneer in computers designed for artificial intelligence systems, and slumping for suppliers of equipment to the semiconductor industry such as Genrad. Jobless Rate Is Low Biotechnology and artificial intelligence are the two fields of technology most often cited as offering major growth potential for the region. The area around the Massachusetts Institute of Technology in Cambridge has already been dubbed A.I. Alley because of the number of small companies that have been set up within a short walk of M.I.T.'s Artificial Intelligence Laboratory. Toshiba Moving In",ROUTE 128: STRENGTH THROUGH DIVERSITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166666666666667,3.8333333333333335, AI companies failing    ,    economic growth potential for region 
4fd1586f8eb7c8105d63c9a6,1986-11-25 00:00:00 UTC,Business,"Eric Mittelstadt has been president and chief executive officer of the GMF Robotics Corporation since the founding of the joint venture in 1982 by the General Motors Corporation and Fanuc, the Japanese machine tool maker. GMF sells a robot painting system developed and manufactured in the United States and other robots of its design manufactured by Fanuc.",Talking Business with Mittelstadt of GMF Robotics; The Troubled Robot Industry,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.6666666666666665,3.6666666666666665,  ,painting  
4fd1586f8eb7c8105d63ca0d,,Business,"The hands-on-training that hones the professional skills G.E. wants includes spending a year each on three projects working with a senior scientist. Areas include graphics, robotics, factory simulation, CAD/CAM (shorthand for computer-assisted design and computer-assisted manufacturing), artificial intelligence, image processing, formal language theory and control systems. Some of the most intriguing assignments deal with the growing field of artificial intelligence - programming that involves ''reasoning with incomplete and uncertain information,'' according to Mr. Priest.",Careers; Software Engineers By G.E.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.0,     ,  AI as a job qualification promising careers in AI reasoning with incomplete and uncertain information 
4fd158718eb7c8105d63cb39,,U.S.; Washington,"While working with the F.B.I., Major Ryan said that he would have duties ranging from assisting with crisis management to studying computer artificial intelligence. ''What's the most exciting?'' he said. ''Learning about the F.B.I. There's a gamut of investigations going on, like white-collar crime, fraud. I'm seeing the range of the bureau's operations.''",SMALLEST CROP OF WHITE HOUSE FELLOWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,3.3333333333333335,  ,Criminal Investigation  
4fd159988eb7c8105d63e5ff,,Business,"There's a rising demand for executives with a good grasp of telecommunications, computer-integrated manufacturing and artificial intelligence, says Herb Halbrecht of Halbrecht Associates, a Stamford, Conn., executive search firm. In fact, companies, aware of the importance of technology and data in shaping their corporate strategies, are promoting executives with information-systems experience to key positions - equal in status to a chief financial officer.",PROSPECTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,3.3333333333333335,  ,  
4fd159988eb7c8105d63e63d,,Unknown,"FIND the right stock, and an investment in a personal computer and stock market software can pay off handsomely. But that is not to say the process is effortless. Personal computers do not have the artificial intelligence capacities to replace human analysts.",Software For Investors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,4.333333333333333, inherent limitations of AI ,  
4fd159de8eb7c8105d63edd0,1986-03-31 00:00:00 UTC,U.S.,"The rest of the recovery expedition was hampered by swells of up to 16 feet. Eight ships, two small submarines and two robot submersibiles were at work in the 480-square-mile search area northeast of here.",SHIP RECOVERS CHUNK OF CHALLENGER BOOSTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,2.3333333333333335,  ,  
4fd159de8eb7c8105d63ee62,,Science; Technology; Business,"At Purdue, he studied electronics engineering, computer science and artificial intelligence. During a one-month vacation, he returned to Korea to select a wife from pictures his mother had sent him, interviewed a few candidates and was engaged within two weeks. He then returned to Purdue to await his bride, who arrived a year later after her own college graduation. When I.B.M. offered him a job after he received his Ph.D., he settled in for a long stay.",KOREA'S TECHNOLOGICAL PUSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,  
4fd15a488eb7c8105d63f45a,,Business,"DALLAS, May 29—                     Texas Instruments Inc. has signed a three-year agreement with a subsidiary of Japan's third-largest trading company to distribute the company's artificial intelligence computer in Japan, officials said. The Century Research Center Corporation, a unit of C. Itoh & Company, will distribute the Explorer work station, a computer that has become the focal point of the company's growing emphasis on artificial intelligence products, officials said.",Texas Instruments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,4.0,  ,  
4fd15a518eb7c8105d63fa83,1986-04-17 00:00:00 UTC,Business,"Industrial robots are placing new demands on plant maintenance staffs, which are unaccustomed to dealing with computer-controlled equipment. At Ford, a portable computer asks a robot a questions to diagnose what is wrong. Technology.  [ D2. ]","BUSINESS DIGEST: THURSDAY, APRIL 17, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.666666666666667,  ,  
4fd15a558eb7c8105d63fd8c,,Business,"The Strategic Computing Program, run by the Defense Advanced Research Projects Agency, is a major program to develop artificial intelligence technology for military applications such as vehicles that maneuver by themselves. The company has also attracted attention because of its high-powered financial backers, such as William S. Paley, the former chairman of CBS. Among the company's scientific advisers are Marvin Minsky, a professor at M.I.T. who is considered a founding father of the science of artificial intelligence, and Richard P. Feynman, a Nobel Prize-winning physicist from the California Institute of Technology.",Technology; New Approach In Computers,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3.333333333333333,3.666666666666667,     ,military application     
4fd15b1b8eb7c8105d640d3a,,Science; Technology; Business,"By contrast, Mr. Murphy pointed out, two other closely watched offerings reached the market in the first week of March and failed to climb immediately to a premium. These were Sun Microsystems, a producer of engineering work stations, and Teknowledge Inc., a leader in applied artificial intelligence.",NEW ISSUES IN TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.6666666666666665,  ,  
4fd15b238eb7c8105d641228,1986-03-30 00:00:00 UTC,Education; New York and Region,"Gemini will be used to demonstrate how sensors are used to process information such as light and sound. The curriculum will also include lessons on magnetism, electronics, high-level programming and artificial intelligence. Mrs. Dillon is also working on programs with Gemini for younger students. Next month, she will show elementary school youngsters how a robot uses sonar.",ROBOTS THAT CAN TEACH,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333333333,3.833333333333333,     ,     
4fd15b798eb7c8105d641546,,Business,"The outlook for computer personnel is supported by experts like Alan Madsen, president of Corporate Personnel Consultants Inc. in Charlotte, N.C., who said, ''We expect hiring to accelerate among computer systems, voice and data communications, aerospace, and various other high-tech firms.'' Programmers, analysts, network personnel and microcomputer specialists will be needed, along with experts in the new field of artificial intelligence.",Careers; The Areas Of Growth Next Year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.3333333333333335,  ,  
4fd15b7c8eb7c8105d641763,,Education; Week in Review,"It is not surprising that such doubts are taking on urgency. Government projects in supercomputers and artificial intelligence have stumbled, further evidence that churning out megabit chips is easier for the Japanese than creating million-line programs. The American personal computer market, which a few years ago looked like a sitting duck for Japan's low-cost manufacturers, has proven elusive.",ANGST IS HOBBLING JAPAN IN GREAT SOFTWARE RACE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6666666666666665,4.0,  ,  
4fd15bd48eb7c8105d6420e1,,Business,"* Intellicorp and Amoco Corp., Mountain View, Calif., said they had formed a joint venture to develop and market artificial intelligence-based software products and molecular biology.",COMPANY BRIEFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,companies developing AI  
4fd15bd48eb7c8105d642132,,Arts; Books,"And yet, for all its virtues, ''Death of the Soul'' leaves one uneasy. For one thing, Mr. Barrett never makes clear just why he wants to defend the human soul. The virtue of doing so may be self-evident, but one can still imagine any number of different explanations, ranging from religious to practical. A defendant might be justifying his belief in God and the immortality of the human soul, or he might be trying to save technology the pointless bother of building a computer that can think like a human. Mr. Barrett never really declares himself, yet it is hard to shake the feeling that he has some ulterior purpose and that it has less to do with disinterestedly addressing the problem of artificial intelligence and more to do with his unarticulated religious faith.",BOOKS OF THE TIMES,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4.666666666666667,  ,  
4fd15bdc8eb7c8105d6426b0,,Arts; Books; Opinion,"The metapsychology is part of the history of the philosophy of psychology, inclusive of Locke, Hume and Kant. The clinical contributions are part of the history of mesmerism, hypnosis and neurology. Freudian psychoanalysis is philosophy in practice, and thus a corroborable cognitive model that represents a methodological precursor to cognitive science and artificial intelligence.",The Greatest Modern Writer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.3333333333333335,  ,  
4fd15d058eb7c8105d643d42,1986-07-31 00:00:00 UTC,Front Page; U.S.,"Drawing of Titanic; Map of area where Titanic lies (NYT); Photo of Jason Jr., the robot scout (National Geographic Society; Woods Hole Oceanographic Institution); Photo of Dr. Robert D. Ballard, expedition leader, with model of Titanic (Reuters; Woods Hole Oceanographic Institution); Photos taken of Titanic wreckage (NYT/Woods Hole Oceanographic Institution)",DIVERS REPORT NO HULL GASH IN THE TITANIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,  
4fd15d068eb7c8105d643e80,1986-07-17 00:00:00 UTC,U.S.,"Like a dog on a 200-foot leash, the tethered robot explored much of the ship, but it was unable to squeeze through the open windows of the liner's gymnasium. On its descent to the forecastle, J. J. looked through windows into the first-class staterooms two decks below the bridge. After it had been recovered the Alvin and its little scout moved to the broad boat deck next to the entrance to the first-class stairwell - now a deep gaping cavity. J. J. looked into the gym alongside that staircase and into officers' quarters aft of the foreward smokestack, which is now missing. The robot descended to the promenade deck but was too big to enter any of the windows. It then descended the grand staircase as it did Tuesday, penetrating a little deeper. Traces of Ship's Name",TITANIC RECEIVES A FULL INSPECTION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.333333333333333,3.833333333333333,     , exploration    exploration
4fd15d088eb7c8105d644006,,Technology; Science; Health,"''The Mystical Machine: Issues and Ideas in Computing,'' by John E. Savage et al. ($21.95 from Addison Wesley, Reading, Mass,), is a textbook, and might be expected to have little general appeal. However, it is also one of the best introductions to computing - for those who realize that it will take a little effort to work their way through it - that I have seen in some time. Starting out with what has become an almost mandatory capsule recapitulation of early computer history, from the abacus right up through binary logic, it then moves with rather more enlightenment through computer architecture, operating systems, problem solving, basic programming concepts, computer languages and the latest electronic evolution in the realms of artificial intelligence and factory automation.",THE SOFTWARE WRITER AS ARTIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,3.3333333333333335,  ,  
4fd15d118eb7c8105d6446a0,1986-06-18 00:00:00 UTC,Home and Garden,"Having a robot in the house may sound like science fiction, but it's not. Meet the Dustbot. This small, battery-operated robot will roam over your dinner table vacuuming up crumbs. It needs no supervision -when it reaches the edge of a table, it automatically turns around and continues its work. The Dustbot, which stands five inches tall, comes in red or white and costs $25 at Robot & Son in the Fulton Market building at the South Street Seaport. Disco Belt: The ''Palladium belt'' is for carefree dancing at the discotheque. Made of buttery soft Italian leather, it has a built-in zippered pocketbook and wraps around the waist. It comes in a choice of green, royal blue or white; $183 at the Alma boutique, 827 Madison Avenue (69th Street).",HANDSOME CONTAINERS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6666666666666665,3.6666666666666665,  ,  
4fd15ec78eb7c8105d6475cd,1986-09-07 00:00:00 UTC,Arts; Books,"Computers, unlike minds, are essentially passive. Their existence depends on the prior existence of an abstract system, mathematics, which is a construction of human minds. Conceivably a computerized robot might build computers, but it could not create a new mathematical idea, still less a new branch of mathematics.",HOW THE MIND LOST ITSELF,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,4.0,  ,  
4fd15ec98eb7c8105d6477a6,,Business,"For Micropro, however, the biggest question is how the company will fare in the race to create the next generation of word processing software that will take advantage of new chip technology and a new personal computer disk operating system to incorporate elements of artificial intelligence and graphics with text editing. Such a program could be both more powerful and easier to use.",A NEW UPHEAVAL IN SOFTWARE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6666666666666665,3.3333333333333335,  ,  text editing
4fd15fd78eb7c8105d648fe1,,Opinion,That doesn't mean humans have no use in space. But much has changed since the mystique of space flight first grabbed the public imagination. Computers are more powerful; artificial intelligence is about to burst from its infancy. Astro-robots can do many things better than astronauts. When are humans necessary? That depends on another question: What are the nation's goals in space?,The Challenge Beyond Challenger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.666666666666667,3.6666666666666665,  ,role in space exploration Astro-robots 
4fd15fda8eb7c8105d649249,1986-01-26 00:00:00 UTC,Travel,"Indeed, the French have become increasingly passionate about prehistory. The tourism department of the Aquitaine region, to which the Dordogne belongs, plans to build within three years, a Prehistoland park of 988 acres with hotels and amusement centers and robot dinosaurs and other prehistoric beings programmed by computer. Bookstores overflow with works on prehistory. Small museums across the nation display treasures dug from sites, perhaps the best being the Musee des Antiquites Nationales in St.-Germain-en-Laye, near Paris, which has a small copy of Lascaux. (The museum is open from 9:45 A.M. to noon and from 1:30 to 5:15 every day except Tuesdays and holidays. Adult admission is $1.60.) In the Dordogne, people dig in fields for prehistoric flints. A student selling sandwiches on a Dordogne train sees a visitor reading a book on prehistory and stops to expound on the subject. A woman harvesting walnuts near Les Eyzies puts down her basket to show a visitor her collection of flints.",PREHISTORY'S UNDERGROUND MUSEUMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.6666666666666665,  ,  
4fd160d48eb7c8105d64ac1d,,Business,"A.I., for artificial intelligence, is nothing more than a bit of electronic legerdemain. Going by the normal definition of the word ''intelligent,'' there is no such thing as intelligent software, nor is there likely to be in this millennium. There are, however, ways of designing software so that it becomes reasonably easy for the intelligent person to use it. This is, in effect, what Q & A strives for.  It is disheartening, then, to find that the first message to greet the would-be user trying to enter the world of Q & A through its interactive tutorial is the on-screen communication, ''WARNING: Other program(s) currently installed may be incompatible with AutoMentor. If any problems occur, please try again after removing the other program(s). This may require a change to Autoexec.bat and/or Config.sys files.''",A BUILT-IN ELECTRONIC BUDDY SYSTEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,4.333333333333333,no such thing as intelligent software  ,  
4fd160d58eb7c8105d64ac8d,1986-02-16 00:00:00 UTC,Technology; Business,"Before the assault, one is given a thumbnail sketch of the competition, which, it turns out, are the imaginary robot subsidiaries of the Tandy Corporation, Texas Instruments, Hewlett-Packard and Apple Computer. Also provided is a copy of Merrill Lynch's ''How to Read a Financial Report,'' to jog one's memory on this imaginative art.",PITTING BUSINESS SKILLS AGAINST A PC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,  ,  
4fd161138eb7c8105d64b631,,Business,"THE new automation technology, using computers, robots and artificial intelligence, has reawakened fears that machines will replace human beings and create mass unemployment. Do those fears make any more sense today than they did at the dawn of the Industrial Revolution when the Luddites, textile workers, smashed the machinery they thought would put them out of work?",Economic Scene; Automation's Labor Impact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.3333333333333335,5.0,  ,  
4fd161698eb7c8105d64bbe7,1987-03-18 00:00:00 UTC,New York and Region,"''As he's coming out, the robot is there,'' the lieutenant continued. ''The operator is 50 feet away, in another room. And we have personnel in strategic locations.'' Just as the man stepped through the doorway, a beam from a high-intensity light atop the robot blasted into his eyes. ''It provided distraction for our people to move in and grab him,'' the lieutenant said. ''It gave us milliseconds.'' ''There's a clear distinction between this robot and the ones used by the bomb squad,'' Lieutenant Baker said. ''It's the application that's different. Our machine's purpose is to investigate hostile environments in place of a human. It's to take the senses of a police officer - eyes, ears, touch, even speech - and bring them into a dangerous situation. That keeps the police officer safe. You blow away a bucket of bolts, not the cop.'' The robot is connected to its control cart by a 360-yard cable. Besides the television monitor, the cart carries one end of the two-way audio system used for communicating with suspects.",STEEL CLAWS AND VIDEO EYES: ROBOTS GIVE AN EDGE TO POLICE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5833333333333335,3.583333333333333,           , Assist police     keeps the police officer safe   Robots give an edge to police  
